Binomial,Stage1,cytb,coi,nd2,nd3,rag1,bfib5,bfib7,gapdh,myo,odc
Seicercus_grammiceps,1,AY635068,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_montis,1,AY635073,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_omeiensis,1,AY635078,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_poliogenys,1,AY635079,NA,NA,NA,NA,NA,NA,NA,AY887725,NA
Seicercus_soror,1,AY635082,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_tephrocephalus,1,AY635085,NA,NA,NA,NA,NA,NA,HQ706301,HQ706260,HQ706339
Seicercus_valentini,1,AY635087,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_whistleri,1,AY635077,NA,NA,NA,NA,NA,NA,NA,AY887726,NA
Seiurus_aurocapilla,1,AF383007,DQ434733,AF383123,NA,NA,GU931936,AY082419,NA,GU932257,NA
Seiurus_motacilla,1,AY216856,DQ433175,AY650202,NA,NA,GU931937,NA,NA,GU932258,NA
Seiurus_noveboracensis,1,AF383001,DQ434740,AF383117,NA,NA,GU931938,NA,NA,GU932259,EU325830
Selasphorus_flammula,1,NA,NA,EU042589,NA,NA,NA,EU042424 extraction (reversed),NA,NA,NA
Selasphorus_platycercus,1,AY275864,DQ434064,AY830522,NA,NA,NA,AY830673 - Bfib intron 7,NA,NA,NA
Selasphorus_rufus,1,NA,DQ434066,EU042590,NA,NA,NA,EU042425 extraction (reversed),NA,NA,NA
Selasphorus_sasin,1,NA,DQ434067,NA,NA,NA,NA,NA,NA,NA,NA
Selenidera_gouldii,1,AF123518,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selenidera_maculirostris,1,AF100552,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selenidera_piperivora,1,AY661372,AY661371,NA,NA,NA,NA,NA,AY661400,NA,NA
Selenidera_reinwardtii,1,AY959829,NA,AY959856,NA,NA,NA,AY279263 - beta fibrinogen intron 7,NA,NA,NA
Selenidera_spectabilis,1,AF123517,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seleucidis_melanoleucus,1,U15202,NA,NA,NA,NA,NA,NA,GQ334322,NA,GQ334287
Semioptera_wallacii,1,GQ334250,NA,NA,NA,NA,NA,NA,GQ334321,NA,GQ334286
Semnornis_frantzii,1,GQ458000,GQ457983,GQ458014,NA,NA,NA,NA,NA,NA,NA
Semnornis_ramphastinus,1,GQ458001,GQ457984,GQ458015,NA,NA,NA,AY279258 - beta fibrinogen intron 7,NA,NA,NA
Sephanoides_fernandensis,1,U90118,NA,U85719,NA,NA,NA,EU042426 extraction (reversed),NA,NA,NA
Sephanoides_sephaniodes,1,U90116,FJ028260,U85720,NA,NA,NA,EU042427 (reversed),NA,NA,NA
Sericornis_citreogularis,1,U22042,GU825763,GU825881,NA,GU825815,NA,NA,NA,NA,NA
Sericornis_frontalis,1,AF197849,NA,AY488323,NA,GU825816,AY488480,NA,NA,FJ821106,NA
Sericornis_keri,1,U22039,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sericornis_magnirostra,1,U22038,GU825764,GU825883,NA,NA,NA,NA,NA,NA,NA
Sericornis_nouhuysi,1,NA,GU825789,GU825909,NA,NA,NA,NA,NA,NA,NA
Sericornis_papuensis,1,NA,GU825788,GU825908,NA,NA,NA,NA,NA,NA,NA
Sericornis_perspicillatus,1,AY488400,GU825765,AY488324,NA,NA,AY488481,NA,NA,NA,NA
Sericossypha_albocristata,1,AF006251,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sericulus_aureus,1,EU341390,NA,EU341434,NA,EU341463,NA,EU341406,EU341418,NA,EU341449
Sericulus_bakeri,1,EU341393,NA,EU341437,NA,EU341464,NA,EU341407,EU341420,NA,EU341451
Sericulus_chrysocephalus,1,U10365,NA,EU341427,NA,EU341456,NA,EU341401,EU341414,NA,EU341445
Serilophus_lunatus,1,NA,NA,NA,NA,DQ320614,DQ320603,NA,AY336594,AY338738,DQ785970
Serinus_alario,1,L76276,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_albogularis,1,L78705,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_atrogularis,1,L76267,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_burtoni,1,AY790896,NA,NA,EU881022,NA,NA,NA,NA,EU878752,NA
Serinus_canaria,1,AY914132,EU621662,EU327666,NA,NA,NA,NA,NA,NA,NA
Serinus_canicollis,1,L78706,NA,NA,EU881026,NA,NA,NA,NA,EU878718,NA
Serinus_capistratus,1,NA,NA,NA,EU881052,NA,NA,NA,NA,EU878742,NA
Serinus_citrinelloides,1,L77555,NA,NA,EU881036,NA,NA,NA,NA,EU878748,NA
Serinus_citrinipectus,1,L78707,NA,NA,EU881025,NA,NA,NA,NA,EU878717,NA
Serinus_dorsostriatus,1,L76278,NA,NA,EU881031,NA,NA,NA,NA,EU878723,NA
Serinus_flaviventris,1,L76280,NA,NA,EU881040,NA,NA,NA,NA,EU878732,NA
Serinus_flavivertex,1,AY790897,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_gularis,1,L77556,NA,NA,EU881041,NA,NA,NA,NA,NA,NA
Serinus_hypostictus,1,NA,NA,NA,EU881039,NA,NA,NA,NA,EU878731,NA
Serinus_leucopygius,1,AY491532,NA,NA,EU881060,NA,NA,NA,NA,EU878750,NA
Serinus_mozambicus,1,AY495385,NA,NA,EU881017,NA,NA,AY494563 - fib intron 7,NA,EU878713,NA
Serinus_pusillus,1,L77873,GQ482640,NA,EU881051,NA,NA,NA,NA,EU878741,NA
Serinus_reichardi,1,NA,NA,NA,EU881043,NA,NA,NA,NA,EU878734,NA
Serinus_scotops,1,AY790894,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_serinus,1,L76263,NA,AF447305,EU881048,NA,NA,NA,NA,EU878739,NA
Serinus_striolatus,1,L77557,NA,NA,EU881037,NA,NA,NA,NA,EU878729,NA
Serinus_sulphuratus,1,L76294,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_thibetanus,1,L76279,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_totta,1,AY790892,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_whytii,1,NA,NA,NA,EU881035,NA,NA,NA,NA,EU878727,NA
Serpophaga_cinerea,1,NA,NA,EF501933,NA,FJ501744,NA,NA,NA,NA,NA
Serpophaga_hypoleuca,1,NA,NA,EF501956,NA,NA,NA,NA,NA,NA,NA
Serpophaga_munda,1,NA,NA,EF501935,NA,NA,EF501856,NA,EU231682,EU231780,EU231883
Serpophaga_nigricans,1,NA,NA,EF501919,NA,NA,EF501885,NA,NA,NA,NA
Serpophaga_subcristata,1,DQ435460,FJ028263,EF501914,NA,DQ435514,EF501846,NA,DQ435475,DQ435527,DQ435502
Setophaga_ruticilla,1,AF383008,AY666217,AF383124,AY969002,NA,EU815718,NA,NA,GU932298,EU325831
Setornis_criniger,1,NA,NA,DQ402221,DQ402282,NA,NA,DQ402355 (reversed),NA,NA,NA
Sheppardia_aequatorialis,1,AY206937,NA,AF292659,NA,NA,AY167237 (reversed),NA,NA,HM633660,HM633789
Sheppardia_aurantiithorax,1,AY167217,NA,FN546906,NA,NA,AY167230,NA,NA,NA,NA
Sheppardia_bocagei,1,AY206946,NA,FN546907,NA,NA,NA,NA,NA,NA,NA
Sheppardia_cyornithopsis,1,AF136723,NA,AF292672,NA,NA,AY167238 (reversed),NA,GU359030,GU358765,GU358895
Sheppardia_gabela,1,AY206936,NA,FN546910,NA,NA,NA,NA,NA,NA,NA
Sheppardia_gunningi,1,AY206941,NA,AF292665,NA,NA,AY206892,NA,NA,NA,NA
Sheppardia_lowei,1,AY167220,NA,AF292656,NA,NA,AY167233 (reversed),NA,NA,NA,NA
Sheppardia_montana,1,AY167225,NA,AF292673,NA,NA,AY167235 (reversed),NA,NA,NA,NA
Sheppardia_sharpei,1,AY206933,NA,AF292671,NA,NA,AY206890,NA,NA,NA,NA
Sialia_currucoides,1,AY752400,DQ434069,AY752358,NA,NA,NA,NA,NA,NA,NA
Sialia_mexicana,1,DQ463684,DQ434074,AY752359,NA,NA,NA,AY082417,NA,NA,NA
Sialia_sialis,1,AY049488,DQ434743,AY049510,NA,AY320001,NA,AY049465 - beta-fibrinogen intron 7 (reversed),GU359031,GU358766,HM633791
Sicalis_flaveola,1,AY491528,FJ028270,NA,NA,NA,NA,NA,NA,NA,NA
Sicalis_lutea,1,EU647921,NA,EU647956,NA,NA,NA,NA,NA,NA,NA
Sicalis_luteocephala,1,NA,FJ028272,NA,NA,NA,NA,NA,NA,NA,NA
Sicalis_luteola,1,AF489893,FJ028277,EU647957,NA,NA,NA,NA,NA,NA,NA
Sicalis_olivascens,1,EF529988,FJ028284,EF529874,NA,NA,NA,NA,NA,NA,NA
Sigelus_silens,1,HM633327,NA,DQ125984,NA,NA,NA,NA,NA,DQ125957,HM633745
Simoxenops_ucayalae,1,GQ140087,NA,NA,NA,FJ461143,GQ140134,NA,GQ140191,GQ140213,GQ140044
Siphonorhis_brewsteri,1,GU586688,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siptornis_striaticollis,1,GQ140108,NA,NA,NA,FJ461130,NA,NA,NA,NA,NA
Siptornopsis_hypochondriaca,1,GQ140102,NA,NA,NA,NA,GQ140158,NA,GQ140205,GQ140228,GQ140068
Sirystes_sibilator,1,NA,EU232974,NA,NA,FJ501746,NA,NA,EU231702,EU231800,EU231903
Sitta_canadensis,1,U63402,DQ434090,DQ219776,NA,NA,NA,NA,NA,NA,NA
Sitta_carolinensis,1,U63398,DQ434745,EF108559,NA,AY443332,NA,AY082421,NA,NA,NA
Sitta_europaea,1,DQ792801,GQ482653,DQ219728,NA,AY064272,EU680686,NA,NA,AY064257,EU680765
Sitta_frontalis,1,U63400,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_himalayensis,1,U63399,NA,DQ219780,NA,NA,NA,NA,NA,NA,NA
Sitta_krueperi,1,U63405,GQ482656,DQ219777,NA,NA,NA,NA,NA,NA,NA
Sitta_ledanti,1,U63406,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_neumayer,1,NA,FJ465360,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_pusilla,1,DQ153995,DQ434093,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_pygmaea,1,DQ153989,DQ434097,DQ219778,NA,AY057030,NA,NA,NA,NA,NA
Sitta_tephronota,1,NA,FJ465364,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_villosa,1,U63403,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_whiteheadi,1,U63404,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sittasomus_griseicapillus,1,AY065714,GU215383,AF045763,AY089894,AY065743,GQ140121,NA,NA,AY065771,GQ140031
Skutchia_borbae,1,FJ804573,NA,FJ804585,NA,NA,NA,NA,NA,NA,NA
Smicrornis_brevirostris,1,AF129213,GU825780,NA,NA,GU825829,NA,NA,NA,NA,NA
Smithornis_capensis,1,NA,NA,NA,NA,DQ320608,DQ320600,NA,DQ785929,DQ786004,DQ785971
Smithornis_rufolateralis,1,AY065727,NA,NA,AY489515,AY057031,EU739201,AY489415,AY336589,AY065789,DQ785972
Smithornis_sharpei,1,NC_000879,NC_000879,NC_000879,NC_000879,NA,NA,NA,NA,NA,NA
Snowornis_cryptolophus,1,DQ470502,NA,NA,NA,FJ501747,NA,NA,DQ470538,DQ470565,NA
Snowornis_subalaris,1,DQ470504,NA,DQ363979,NA,NA,NA,NA,DQ470539,DQ470566,NA
Somateria_fischeri,1,AY244331,DQ434100,NA,NA,NA,NA,NA,NA,NA,NA
Somateria_mollissima,1,AF515264,DQ434747,AF515268,NA,NA,NA,NA,NA,NA,NA
Somateria_spectabilis,1,AY124080,DQ434104,EU585725,NA,NA,NA,NA,NA,NA,NA
Spartonoica_maluroides,1,GQ140103,FJ028294,NA,NA,FJ461112,GQ140159,NA,GQ140206,GQ140229,GQ140069
Speculanas_specularis,1,AF059090,NA,AF059150,NA,NA,NA,NA,NA,NA,NA
Speculipastor_bicolor,1,NA,EF484174,EF468219,NA,NA,EF468282,EF471801,NA,NA,NA
Speirops_brunneus,1,NA,NA,FJ460821,FJ460889,NA,NA,NA,NA,NA,NA
Speirops_lugubris,1,DQ328403,NA,NA,DQ328503,FJ358132,NA,NA,FJ357897,FJ357966,FJ358066
Speirops_melanocephalus,1,NA,NA,FJ460822,FJ460890,NA,NA,NA,NA,NA,NA
Spelaeornis_chocolatinus,1,AF484881,NA,DQ861982,NA,FJ358133,NA,NA,GU724421,FJ357967,FJ358067
Spermophaga_haematina,1,NA,NA,AY323576,NA,NA,NA,NA,NA,NA,NA
Sphecotheres_vieilloti,1,FJ499011,NA,GQ901761,GQ901731,FJ821075,NA,NA,GQ901790,FJ821107,GQ901707
Sphecotheres_viridis,1,NA,NA,NA,NA,AY443333,NA,NA,NA,NA,NA
Spheniscus_demersus,1,DQ137217,EU525504,GQ354790,AY567929,DQ137238,NA,EF552784,NA,NA,EF552742
Spheniscus_humboldti,1,DQ137220,DQ137180,GQ354793,AY567930,AF143734,NA,DQ881996,NA,DQ881875,DQ881781
Spheniscus_magellanicus,1,DQ137218,EU525505,GQ354791,NA,DQ137239,NA,NA,NA,NA,NA
Spheniscus_mendiculus,1,DQ137219,DQ137179,NA,NA,DQ137240,NA,NA,NA,NA,NA
Sphenoeacus_afer,1,NA,NA,DQ125991,NA,AY799822,EU680687,NA,NA,DQ125969,EU680766
Sphyrapicus_nuchalis,1,DQ479256,DQ434110,DQ479166,NA,NA,NA,DQ479225,NA,NA,NA
Sphyrapicus_ruber,1,NA,DQ434117,DQ361285,NA,NA,NA,DQ352413,NA,DQ352434,NA
Sphyrapicus_thyroideus,1,NA,DQ434120,NA,NA,NA,NA,NA,NA,NA,NA
Sphyrapicus_varius,1,U89193,DQ434123,NA,AF076370,NA,NA,AF240020,NA,NA,NA
Spiloptila_clamans,1,DQ008495,NA,NA,NA,NA,NA,NA,NA,DQ008546,NA
Spilornis_cheela,1,AY987250,NA,DQ660379,DQ537481,EF078758,NA,NA,NA,NA,NA
Spilornis_elgini,1,AY987248,NA,AY987067,NA,NA,NA,NA,NA,NA,NA
Spilornis_holospilus,1,AY987249,NA,AY987068,NA,NA,NA,NA,NA,NA,NA
Spilornis_rufipectus,1,AY987251,NA,AY987070,NA,NA,NA,NA,NA,NA,NA
Spindalis_dominicensis,1,HM222443,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spindalis_zena,1,AF383018,AF383096,AF383134,NA,NA,GU932033,NA,NA,GU932354,NA
Spiza_americana,1,EF530028,DQ433189,AF290110,NA,NA,NA,NA,NA,NA,NA
Spizaetus_isidori,1,AJ812238,NA,AY987099,NA,EF078751,NA,AY987193 - intron 7,NA,NA,NA
Spizaetus_melanoleucus,1,AJ604505,NA,AY987097,NA,EF078761,NA,AY987191 - intron 7,NA,NA,NA
Spizaetus_ornatus,1,AJ604508,NA,AY987098,NA,EF078760,NA,AY987192 - intron 7,NA,NA,NA
Spizaetus_tyrannus,1,AJ604510,NA,AY987096,NA,AJ601466,NA,AY987190 - intron 7,NA,NA,NA
Spizella_arborea,1,U26190,DQ434755,AY138925,NA,NA,NA,NA,NA,NA,NA
Spizella_atrogularis,1,U26191,DQ433192,NA,NA,NA,NA,NA,NA,NA,NA
Spizella_breweri,1,AF118234,DQ434135,AF290121,NA,NA,NA,NA,NA,NA,NA
Spizella_pallida,1,AF118231,DQ434761,FJ547320,NA,NA,NA,NA,NA,NA,NA
Spizella_passerina,1,AF255710,AY666225,FJ547319,NA,NA,NA,NA,NA,NA,NA
Spizella_pusilla,1,EF529933,DQ434767,EF529824,NA,NA,NA,NA,NA,NA,EU325840
Spizella_wortheni,1,HQ263414,HQ263431,HQ263432,NA,NA,NA,NA,NA,NA,NA
Spiziapteryx_circumcincta,1,U83312,NA,NA,NA,AY461410,NA,NA,NA,NA,NA
Spizixos_semitorques,1,NA,FJ661100,DQ402244,DQ402305,NA,GQ242031,DQ402356 (reversed),NA,GQ242098,GQ242134
Spizocorys_sclateri,1,AY165170,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_americana,1,AF310054,NA,FJ176151,NA,NA,NA,NA,NA,NA,NA
Sporophila_bouvreuil,1,AY387414,GU070599,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_caerulescens,1,AY387416,FJ028298,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_castaneiventris,1,AF310056,GU070583,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_cinnamomea,1,AY387421,FJ028305,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_collaris,1,AF489895,FJ028306,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_corvina,1,GU215336,NA,GU215419,NA,NA,NA,NA,NA,NA,NA
Sporophila_falcirostris,1,AY387425,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_hypochroma,1,AY387427,FJ028311,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_hypoxantha,1,AY387429,FJ028312,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_intermedia,1,EU647922,NA,EU647958,NA,NA,NA,NA,NA,NA,NA
Sporophila_leucoptera,1,AY387431,FJ028316,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_luctuosa,1,AY387432,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_melanogaster,1,AY387433,GU070605,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_minuta,1,GU215338,DQ434138,GU215420,NA,NA,NA,NA,NA,NA,NA
Sporophila_nigricollis,1,GU215339,NA,FJ799852,NA,NA,NA,NA,NA,NA,NA
Sporophila_nigrorufa,1,NA,GU070612,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_palustris,1,AY387438,FJ028317,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_plumbea,1,AY115408,NA,AY115442,NA,NA,NA,NA,NA,NA,NA
Sporophila_ruficollis,1,AF489896,FJ028320,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_schistacea,1,EF529976,NA,AF290112,NA,NA,NA,NA,NA,NA,NA
Sporophila_telasco,1,AY387443,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_torqueola,1,EU442351,EU442328 ,NA,NA,NA,NA,NA,NA,NA,NA
Sporopipes_frontalis,1,NA,NA,AF407034,NA,NA,NA,NA,NA,NA,NA
Spreo_albicapillus,1,NA,EF484171,EF468141,NA,NA,EF468279,EF471798,NA,NA,NA
Spreo_bicolor,1,NA,EF484173,DQ466879,NA,DQ466806,EF468281,EF471800,NA,DQ466841,NA
Spreo_fischeri,1,NA,EF484145,DQ466880,NA,DQ466807,EF468256,EF471775,NA,DQ466842,NA
Stachyris_ambigua,1,NA,NA,NA,NA,NA,NA,NA,GU724423,GU724449,GU724499
Stachyris_capitalis,1,NA,NA,FJ460791,FJ460859,NA,NA,NA,NA,NA,NA
Stachyris_chrysaea,1,DQ837527,NA,NA,DQ837506,FJ358134,NA,NA,FJ357899,FJ357968,FJ358068
Stachyris_dennistouni,1,AF376884,NA,FJ460787,FJ460855,NA,NA,NA,NA,NA,NA
Stachyris_erythroptera,1,NA,NA,FJ460771,FJ460839,NA,NA,NA,NA,NA,NA
Stachyris_hypogrammica,1,NA,NA,FJ460788,FJ460856,NA,NA,NA,NA,NA,NA
Stachyris_latistriata,1,NA,NA,FJ460790,FJ460858,NA,NA,NA,NA,NA,NA
Stachyris_nigriceps,1,DQ008485,NA,DQ125992,DQ837495,AY228037,EU680688,NA,NA,AY228321,EU680767
Stachyris_plateni,1,NA,NA,DQ402187,DQ402246,NA,NA,DQ402307 (reversed),NA,NA,NA
Stachyris_poliocephala,1,AY847061,NA,HQ011180,NA,NA,NA,NA,NA,NA,NA
Stachyris_ruficeps,1,DQ092876,EU447061,NA,DQ837505,EU447152,NA,NA,GU724351,GU724454,GU724508
Stachyris_rufifrons,1,AF376887,NA,DQ861940,NA,NA,NA,NA,NA,NA,NA
Stachyris_striata,1,AF376888,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stachyris_striolata,1,NA,NA,NA,NA,FJ358136,NA,NA,FJ357901,FJ357970,FJ358070
Stachyris_whiteheadi,1,AY124542,NA,NA,DQ328504,FJ358137,NA,NA,NA,FJ357971,FJ358071
Stactolaema_leucotis,1,AY279277,NA,NA,NA,NA,NA,AY279234 - beta fibrinogen intron 7,NA,NA,NA
Stactolaema_olivacea,1,AY279279,NA,NA,NA,AF294684,NA,AY279235 - beta fibrinogen intron 7,NA,AY165822,NA
Stactolaema_whytii,1,AY279280,NA,NA,NA,NA,NA,AY279236 - beta fibrinogen intron 7,NA,NA,NA
Stagonopleura_guttata,1,EU423976,NA,AY323594,NA,NA,NA,NA,NA,NA,NA
Steganopus_tricolor,1,AY894240,AY666195,AY894189,NA,AY228778,NA,AY695184,NA,NA,NA
Stelgidopteryx_ruficollis,1,AF074589,NA,AY826012,NA,NA,NA,AY827411 - beta-fibrinogen intron 7,NA,NA,NA
Stelgidopteryx_serripennis,1,AY825955,DQ434770,AY826011,NA,AY320002,NA,AY827410 - beta-fibrinogen intron 7,NA,NA,NA
Stellula_calliope,1,NA,DQ434142,NA,NA,NA,NA,EU042428 extraction (reversed),NA,NA,NA
Stenostira_scita,1,NA,NA,DQ125993,NA,AY799823,EU680689,NA,GQ369629,DQ125970,EU680768
Stephanoaetus_coronatus,1,AJ604511,NA,AY987100,NA,EF078762,NA,AY987194 - intron 7,NA,NA,NA
Stephanophorus_diadematus,1,EU647992,NA,EU648053,NA,NA,NA,NA,NA,NA,NA
Stephanoxis_lalandi,1,NA,FJ028323,GU167250,NA,NA,NA,GU167139 - Bfib intron 7,NA,NA,GU167078
Stercorarius_longicaudus,1,U76823,EU525511,EF373267,NA,EF373208,NA,NA,FM210021,NA,NA
Stercorarius_parasiticus,1,U76827,EU525514,NA,NA,NA,NA,NA,NA,NA,NA
Stercorarius_pomarinus,1,U76819,DQ434148,NA,NA,AY339122,NA,AY695195,FM210022,AY339095,NA
Sterna_albifrons,1,AY631294,EU525522,AY631366,NA,NA,NA,NA,NA,NA,NA
Sterna_albostriata,1,AY631295,NA,AY631367,NA,NA,NA,NA,NA,NA,NA
Sterna_aleutica,1,AY631319,DQ434154,AY631391,NA,NA,NA,NA,NA,NA,NA
Sterna_anaethetus,1,AY631296,DQ433203,AY631368,NA,NA,NA,NA,NA,NA,NA
Sterna_antillarum,1,AY631297,DQ433206,AY631369,NA,NA,NA,AY695190,NA,NA,NA
Sterna_bengalensis,1,AY631298,NA,AY631370,NA,NA,NA,NA,NA,NA,NA
Sterna_bergii,1,AY631299,NA,AY631371,NA,NA,NA,NA,NA,NA,NA
Sterna_caspia,1,AY631300,EU525429,AY631372,NA,EF373187,NA,AY695188,NA,NA,NA
Sterna_dougallii,1,AY631301,NA,AY631373,NA,NA,NA,NA,NA,NA,NA
Sterna_elegans,1,AY631302,DQ434160,AY631374,NA,NA,NA,NA,NA,NA,NA
Sterna_forsteri,1,AY631304,DQ434162,AY631376,NA,NA,NA,AY695187,NA,NA,NA
Sterna_fuscata,1,AY631305,DQ433210,AY631377,NA,EF373196,NA,NA,NA,NA,NA
Sterna_hirundinacea,1,AY631307,NA,AY631379,NA,NA,NA,NA,NA,NA,NA
Sterna_hirundo,1,AY631306,DQ434164,AY631378,NA,EF373209,NA,NA,NA,AY339096,NA
Sterna_lunata,1,AY631308,NA,AY631380,NA,NA,NA,NA,NA,NA,NA
Sterna_maxima,1,AY631309,DQ434165,AY631381,NA,NA,NA,AY695189,NA,NA,NA
Sterna_nereis,1,AY631310,NA,AY631382,NA,NA,NA,NA,NA,NA,NA
Sterna_nilotica,1,AY631311,EU525410,AY631383,NA,EF373184,NA,NA,NA,NA,NA
Sterna_paradisaea,1,AY631312,DQ434168,AY631384,NA,NA,NA,NA,NA,NA,NA
Sterna_sandvicensis,1,DQ385231,DQ385180,AY631385,DQ385112,AY228786,NA,FJ356204 - FGB intron 7,FM210020,FJ356217,NA
Sterna_striata,1,AY631314,NA,AY631386,NA,NA,NA,NA,NA,NA,NA
Sterna_sumatrana,1,AY631315,NA,AY631387,NA,NA,NA,NA,NA,NA,NA
Sterna_superciliaris,1,AY631316,EU525525,AY631388,NA,EF373210,NA,NA,NA,NA,NA
Sterna_trudeaui,1,AY631317,FJ028325,AY631389,NA,NA,NA,FJ356209 - FGB intron 7,NA,NA,NA
Sterna_vittata,1,AY631318,NA,AY631390,NA,NA,NA,NA,NA,NA,NA
Stictonetta_naevosa,1,U46471,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stigmatopelia_chinensis,1,AF483341,DQ434172,AF353431,NA,NA,NA,AF182662 (reversed),NA,NA,NA
Stigmatopelia_senegalensis,1,AF279710,AF279735,AF353432,NA,NA,NA,AF279720 extraction (reversed),NA,NA,NA
Stigmatura_budytoides,1,DQ435461,FJ028330,NA,NA,FJ501748,NA,NA,DQ435476,DQ435528,DQ435503
Stigmatura_napensis,1,AF067000,NA,AF066999,NA,NA,NA,NA,NA,NA,NA
Stiltia_isabella,1,EF373159,NA,EF373268,NA,EF373211,NA,NA,NA,NA,NA
Stiphrornis_erythrothorax,1,AF136733,NA,GU358826,NA,NA,AY206905,NA,EU423146,GU358767,GU358897
Stipiturus_malachurus,1,EF621327,HQ119133,EF621350,HQ118210,GU825807,HQ118164,NA,NA,EF629532,NA
Stipiturus_mallee,1,AY488404,NA,AY488328,NA,NA,AY488485,NA,NA,NA,NA
Stipiturus_ruficeps,1,EF621332,NA,EF621356,NA,NA,NA,NA,FJ419229,NA,NA
Stizorhina_finschi,1,AF151401,NA,NA,NA,NA,NA,NA,NA,HM633665,HM633794
Stizorhina_fraseri,1,AY752398,NA,AY752356,NA,NA,NA,NA,NA,NA,HM633795
Strepera_graculina,1,FJ498975,NA,NA,NA,AY443334,NA,NA,NA,NA,NA
Streptocitta_albicollis,1,NA,EF484192,EF468162,NA,NA,EF468300,EF471819,NA,NA,NA
Streptopelia_bitorquata,1,AF353406,AF353477,AF353427,NA,NA,NA,AF353457 intron7 (reversed),NA,NA,NA
Streptopelia_capicola,1,AF279709,EF373391,EF373353,NA,EF373524,NA,AF279719 extraction (reversed),NA,NA,NA
Streptopelia_decaocto,1,AF353398,DQ433220,AF353418,NA,NA,NA,AF353449 extraction (reversed),NA,NA,NA
Streptopelia_decipiens,1,AF353400,AF353471,AF353420,NA,NA,NA,AF353451 extraction (reversed),NA,NA,NA
Streptopelia_hypopyrrha,1,AF353403,NA,AF353424,NA,NA,NA,AF353454 extraction (reversed),NA,NA,NA
Streptopelia_orientalis,1,AF353405,EF515758,AF353426,NA,NA,NA,AF353456 extraction (reversed),NA,NA,NA
Streptopelia_roseogrisea,1,AF353399,AF353470,AF353419,NA,NA,NA,AF353450 extraction (reversed),NA,NA,NA
Streptopelia_semitorquata,1,AF353401,AF353500,AF353421,NA,NA,NA,AF353452 extraction (reversed),NA,NA,NA
Streptopelia_tranquebarica,1,AF353407,NA,AF353428,NA,NA,NA,AF353458 extraction (reversed),NA,NA,NA
Streptopelia_turtur,1,AF353404,GQ482680,AF353425,NA,NA,NA,AF353455 extraction (reversed),NA,NA,NA
Streptopelia_vinacea,1,AF353402,AF353502,AF353423,NA,NA,NA,AF353453 extraction (reversed),NA,NA,NA
Streptoprocne_phelpsi,1,AY294482,NA,AY294544,NA,NA,NA,NA,NA,NA,NA
Streptoprocne_rutila,1,NA,AY275859,NA,NA,NA,NA,NA,NA,NA,NA
Streptoprocne_zonaris,1,AY294481,AY275860,AY294543,NA,NA,EU739326,EU042348 extraction (reversed),NA,EU740043,GU166929
